RFT_1,RFT_2,RFT_3,RFT_4,RFT_5,RFT_6,data_1,data_2,data_3,data_4
0,4.82,-7.64,-0.184,0.0035,-0.0065,-9.775,-134.1,-5.675,132.975
0,4.82,-7.64,-0.184,0.0035,-0.0065,-10.775,-141.1,-6.675,141.975
-0.28,5.72,-7.3,-0.1945,0.007,-0.02,-9.775,-147.1,-8.675,149.975
-0.28,5.72,-7.3,-0.1945,0.007,-0.02,-8.775,-154.1,-12.675,157.975
-0.28,5.72,-7.3,-0.1945,0.007,-0.02,-8.775,-159.1,-14.675,167.975
0,5.92,-8.44,-0.181,0.0305,-0.01,-7.775,-165.1,-16.675,177.975
0,5.92,-8.44,-0.181,0.0305,-0.01,-9.775,-172.1,-16.675,187.975
0,5.92,-8.44,-0.181,0.0305,-0.01,-7.775,-178.1,-17.675,196.975
-0.2,7.04,-6.52,-0.187,0.0305,-0.008,-8.775,-185.1,-16.675,205.975
-0.2,7.04,-6.52,-0.187,0.0305,-0.008,-10.775,-192.1,-18.675,215.975
-0.54,7.42,-8.3,-0.2245,0.044,-0.0165,-10.775,-197.1,-17.675,226.975
-0.54,7.42,-8.3,-0.2245,0.044,-0.0165,-11.775,-202.1,-19.675,235.975
-0.54,7.42,-8.3,-0.2245,0.044,-0.0165,-13.775,-207.1,-22.675,245.975
-0.32,8.66,-7.56,-0.2415,0.0535,-0.0155,-11.775,-212.1,-22.675,252.975
-0.32,8.66,-7.56,-0.2415,0.0535,-0.0155,-13.775,-217.1,-24.675,262.975
-0.34,8.36,-8.28,-0.2805,0.014,-0.0015,-13.775,-222.1,-23.675,273.975
-0.34,8.36,-8.28,-0.2805,0.014,-0.0015,-14.775,-228.1,-21.675,284.975
-0.34,8.36,-8.28,-0.2805,0.014,-0.0015,-14.775,-234.1,-20.675,292.975
-0.54,8.04,-7.6,-0.3025,0.0385,0.0175,-19.775,-236.1,-20.675,295.975
-0.54,8.04,-7.6,-0.3025,0.0385,0.0175,-18.775,-240.1,-17.675,299.975
-0.54,8.04,-7.6,-0.3025,0.0385,0.0175,-20.775,-241.1,-15.675,302.975
-1.06,9.8,-7.5,-0.2825,0.0255,-0.011,-22.775,-242.1,-12.675,304.975
-1.06,9.8,-7.5,-0.2825,0.0255,-0.011,-21.775,-240.1,-11.675,301.975
-0.9,9.36,-7.12,-0.2655,0.031,-0.0095,-21.775,-239.1,-10.675,298.975
-0.9,9.36,-7.12,-0.2655,0.031,-0.0095,-21.775,-237.1,-11.675,292.975
-0.9,9.36,-7.12,-0.2655,0.031,-0.0095,-20.775,-234.1,-12.675,287.975
-0.32,8.1,-7.36,-0.285,-0.007,-0.005,-19.775,-231.1,-13.675,280.975
-0.32,8.1,-7.36,-0.285,-0.007,-0.005,-18.775,-226.1,-13.675,271.975
-0.68,8.32,-7.28,-0.255,0.021,-0.018,-17.775,-220.1,-11.675,258.975
-0.68,8.32,-7.28,-0.255,0.021,-0.018,-17.775,-212.1,-9.675,244.975
-0.68,8.32,-7.28,-0.255,0.021,-0.018,-16.775,-204.1,-6.675,226.975
-0.7,7.5,-7.6,-0.192,0.024,0,-17.775,-190.1,-5.675,203.975
-0.7,7.5,-7.6,-0.192,0.024,0,-14.775,-176.1,-5.675,178.975
-0.7,7.5,-7.6,-0.192,0.024,0,-14.775,-158.1,-4.675,151.975
-0.38,4.84,-8.34,-0.1265,0.032,-0.0215,-10.775,-139.1,-4.675,127.975
-0.38,4.84,-8.34,-0.1265,0.032,-0.0215,-11.775,-120.1,-5.675,102.975
-0.18,2.62,-8.38,-0.0895,0.039,-0.0035,-8.775,-97.1,-7.675,76.975
-0.18,2.62,-8.38,-0.0895,0.039,-0.0035,-7.775,-76.1,-8.675,53.975
-0.18,2.62,-8.38,-0.0895,0.039,-0.0035,-6.775,-52.1,-9.675,29.975
0.04,1.12,-8.76,-0.0015,0.026,-0.032,-6.775,-31.1,-11.675,8.975
0.04,1.12,-8.76,-0.0015,0.026,-0.032,-7.775,-8.1,-12.675,-8.025
0.04,1.12,-8.76,-0.0015,0.026,-0.032,-6.775,10.9,-16.675,-26.025
0.26,-0.82,-9.2,0.0255,0.0175,-0.011,-5.775,33.9,-18.675,-42.025
0.26,-0.82,-9.2,0.0255,0.0175,-0.011,-5.775,33.9,-18.675,-42.025
0.32,-3.16,-9.18,0.0555,-0.018,-0.0095,-5.775,77.9,-29.675,-75.025
0.32,-3.16,-9.18,0.0555,-0.018,-0.0095,-4.775,101.9,-34.675,-87.025
0.32,-3.16,-9.18,0.0555,-0.018,-0.0095,-2.775,126.9,-40.675,-100.025
1.2,-4.12,-8.3,0.148,0.002,-0.017,-1.775,147.9,-46.675,-112.025
1.2,-4.12,-8.3,0.148,0.002,-0.017,-0.775,165.9,-53.675,-122.025
0.9,-5.28,-9.42,0.185,0.052,-0.0125,0.225,181.9,-57.675,-129.025
0.9,-5.28,-9.42,0.185,0.052,-0.0125,-0.775,195.9,-62.675,-136.025
0.9,-5.28,-9.42,0.185,0.052,-0.0125,2.225,211.9,-66.675,-141.025
1.96,-6.54,-9.6,0.179,-0.008,-0.0065,2.225,224.9,-71.675,-148.025
1.96,-6.54,-9.6,0.179,-0.008,-0.0065,2.225,237.9,-72.675,-153.025
1.96,-6.54,-9.6,0.179,-0.008,-0.0065,2.225,248.9,-75.675,-158.025
1.36,-6.58,-9.6,0.211,0.022,-0.009,1.225,258.9,-74.675,-161.025
1.36,-6.58,-9.6,0.211,0.022,-0.009,0.225,264.9,-71.675,-164.025
1.54,-7.66,-10.22,0.221,0.0255,0.006,0.225,270.9,-72.675,-168.025
1.54,-7.66,-10.22,0.221,0.0255,0.006,-2.775,277.9,-73.675,-170.025
1.54,-7.66,-10.22,0.221,0.0255,0.006,-2.775,285.9,-74.675,-173.025
1.16,-7.98,-9.7,0.2365,0.016,-0.0055,-2.775,290.9,-77.675,-176.025
1.16,-7.98,-9.7,0.2365,0.016,-0.0055,-0.775,301.9,-81.675,-179.025
1.52,-7.74,-10.08,0.2575,0.022,-0.001,-0.775,307.9,-84.675,-182.025
1.52,-7.74,-10.08,0.2575,0.022,-0.001,0.225,312.9,-87.675,-183.025
1.52,-7.74,-10.08,0.2575,0.022,-0.001,-0.775,315.9,-88.675,-183.025
1.72,-9.2,-10.4,0.217,0.028,0.0155,0.225,315.9,-87.675,-184.025
1.72,-9.2,-10.4,0.217,0.028,0.0155,0.225,314.9,-87.675,-183.025
1.72,-9.2,-10.4,0.217,0.028,0.0155,-0.775,312.9,-86.675,-183.025
1.5,-8.2,-10.12,0.251,0.0155,0.0045,1.225,308.9,-84.675,-181.025
1.5,-8.2,-10.12,0.251,0.0155,0.0045,-2.775,304.9,-83.675,-178.025
1.58,-7.74,-10.34,0.24,0.0175,-0.001,-0.775,297.9,-83.675,-176.025
1.58,-7.74,-10.34,0.24,0.0175,-0.001,0.225,288.9,-82.675,-171.025
1.58,-7.74,-10.34,0.24,0.0175,-0.001,0.225,272.9,-80.675,-165.025
1.96,-7.5,-10.48,0.215,0.0365,0.013,3.225,258.9,-80.675,-157.025
1.96,-7.5,-10.48,0.215,0.0365,0.013,5.225,243.9,-78.675,-149.025
1.66,-5.4,-9.08,0.1635,0.0185,-0.015,5.225,225.9,-75.675,-142.025
1.66,-5.4,-9.08,0.1635,0.0185,-0.015,6.225,205.9,-72.675,-133.025
1.66,-5.4,-9.08,0.1635,0.0185,-0.015,6.225,182.9,-67.675,-121.025
1.2,-4.42,-9.64,0.107,0.037,0.001,6.225,154.9,-61.675,-104.025
1.2,-4.42,-9.64,0.107,0.037,0.001,9.225,126.9,-57.675,-90.025
1.2,-4.42,-9.64,0.107,0.037,0.001,8.225,102.9,-52.675,-73.025
1.04,-2.14,-6.42,0.069,0.038,-0.006,8.225,78.9,-48.675,-57.025
1.04,-2.14,-6.42,0.069,0.038,-0.006,6.225,55.9,-41.675,-45.025
0.66,-0.44,-7.46,-0.0055,0.046,0.004,4.225,34.9,-32.675,-32.025
0.66,-0.44,-7.46,-0.0055,0.046,0.004,3.225,16.9,-24.675,-18.025
0.66,-0.44,-7.46,-0.0055,0.046,0.004,0.225,0.9,-15.675,-6.025
0,-0.48,-7.28,-0.047,0.0225,0.0045,-3.775,-14.1,-6.675,4.975
0,-0.48,-7.28,-0.047,0.0225,0.0045,-7.775,-29.1,4.325,15.975
-0.86,2.3,-6.3,-0.0525,0.0075,-0.011,-12.775,-44.1,14.325,26.975
-0.86,2.3,-6.3,-0.0525,0.0075,-0.011,-17.775,-55.1,27.325,35.975
-0.86,2.3,-6.3,-0.0525,0.0075,-0.011,-21.775,-65.1,40.325,42.975
-1.56,2.34,-5.66,-0.075,-0.046,-0.004,-27.775,-76.1,54.325,49.975
-1.56,2.34,-5.66,-0.075,-0.046,-0.004,-32.775,-88.1,67.325,59.975
-1.56,2.34,-5.66,-0.075,-0.046,-0.004,-36.775,-100.1,81.325,67.975
-2.46,3.62,-6.4,-0.1225,-0.073,-0.0075,-42.775,-110.1,93.325,76.975
-2.46,3.62,-6.4,-0.1225,-0.073,-0.0075,-47.775,-120.1,103.325,85.975
-3.42,3.88,-5.38,-0.149,-0.06,0.0055,-49.775,-131.1,110.325,97.975
-3.42,3.88,-5.38,-0.149,-0.06,0.0055,-52.775,-138.1,109.325,104.975
-3.42,3.88,-5.38,-0.149,-0.06,0.0055,-53.775,-143.1,104.325,111.975
-3.26,5.5,-5.96,-0.176,-0.061,-0.0125,-51.775,-146.1,98.325,117.975
-3.26,5.5,-5.96,-0.176,-0.061,-0.0125,-48.775,-149.1,87.325,123.975
-3.26,5.5,-5.96,-0.176,-0.061,-0.0125,-44.775,-151.1,75.325,128.975
-2.6,5.58,-6.18,-0.1855,-0.0405,-0.009,-41.775,-149.1,60.325,131.975
-2.6,5.58,-6.18,-0.1855,-0.0405,-0.009,-35.775,-148.1,45.325,133.975
-1.44,5.84,-7.08,-0.162,-0.0015,-0.012,-29.775,-146.1,29.325,135.975
-1.44,5.84,-7.08,-0.162,-0.0015,-0.012,-22.775,-142.1,12.325,133.975
-1.44,5.84,-7.08,-0.162,-0.0015,-0.012,-17.775,-139.1,0.325,133.975
0.04,4.86,-7.54,-0.1825,0.048,-0.0005,-11.775,-136.1,-11.675,128.975
0.04,4.86,-7.54,-0.1825,0.048,-0.0005,-8.775,-130.1,-20.675,122.975
0.76,4.28,-9.64,-0.1475,0.0525,-0.0075,-4.775,-123.1,-27.675,111.975
0.76,4.28,-9.64,-0.1475,0.0525,-0.0075,0.225,-112.1,-34.675,100.975
0.76,4.28,-9.64,-0.1475,0.0525,-0.0075,2.225,-98.1,-42.675,86.975
1.22,3.2,-11.48,-0.1005,0.084,0.009,5.225,-84.1,-51.675,68.975
1.22,3.2,-11.48,-0.1005,0.084,0.009,9.225,-68.1,-62.675,53.975
1.22,3.2,-11.48,-0.1005,0.084,0.009,15.225,-50.1,-74.675,33.975
2.22,1.42,-14.5,-0.066,0.0985,-0.0085,20.225,-30.1,-84.675,17.975
2.22,1.42,-14.5,-0.066,0.0985,-0.0085,25.225,-13.1,-93.675,0.975
2.58,-0.34,-15.24,-0.02,0.1465,-0.013,27.225,4.9,-102.675,-15.025
2.58,-0.34,-15.24,-0.02,0.1465,-0.013,31.225,22.9,-106.675,-27.025
2.58,-0.34,-15.24,-0.02,0.1465,-0.013,31.225,37.9,-109.675,-41.025
2.94,-2.02,-16.62,0.025,0.124,-0.002,31.225,52.9,-108.675,-50.025
2.94,-2.02,-16.62,0.025,0.124,-0.002,29.225,66.9,-108.675,-62.025
2.74,-2.04,-17.02,0.088,0.1365,-0.0195,27.225,80.9,-102.675,-73.025
2.74,-2.04,-17.02,0.088,0.1365,-0.0195,22.225,95.9,-100.675,-84.025
2.74,-2.04,-17.02,0.088,0.1365,-0.0195,19.225,110.9,-99.675,-95.025
2.12,-3.68,-17.92,0.086,0.113,-0.017,17.225,126.9,-102.675,-103.025
2.12,-3.68,-17.92,0.086,0.113,-0.017,17.225,143.9,-106.675,-114.025
2.12,-3.68,-17.92,0.086,0.113,-0.017,18.225,161.9,-110.675,-125.025
2.64,-4.62,-19.18,0.1285,0.1155,-0.026,15.225,177.9,-112.675,-133.025
2.64,-4.62,-19.18,0.1285,0.1155,-0.026,13.225,191.9,-109.675,-141.025
1.92,-6.1,-20.36,0.1485,0.0775,-0.008,9.225,206.9,-106.675,-149.025
1.92,-6.1,-20.36,0.1485,0.0775,-0.008,6.225,222.9,-100.675,-158.025
1.92,-6.1,-20.36,0.1485,0.0775,-0.008,2.225,239.9,-93.675,-166.025
1.3,-7.46,-20.84,0.1835,0.045,-0.008,-3.775,252.9,-86.675,-173.025
1.3,-7.46,-20.84,0.1835,0.045,-0.008,-9.775,263.9,-80.675,-179.025
0.96,-8.32,-21.22,0.217,0.0045,0.0035,-14.775,278.9,-73.675,-185.025
0.96,-8.32,-21.22,0.217,0.0045,0.0035,-19.775,291.9,-65.675,-191.025
0.96,-8.32,-21.22,0.217,0.0045,0.0035,-24.775,298.9,-58.675,-195.025
0.02,-7.96,-21.98,0.225,-0.031,-0.005,-28.775,306.9,-53.675,-200.025
0.02,-7.96,-21.98,0.225,-0.031,-0.005,-31.775,315.9,-49.675,-204.025
0.02,-7.96,-21.98,0.225,-0.031,-0.005,-33.775,329.9,-47.675,-208.025
-0.64,-9.2,-22.56,0.2355,-0.062,0.0125,-36.775,339.9,-45.675,-213.025
-0.64,-9.2,-22.56,0.2355,-0.062,0.0125,-39.775,347.9,-40.675,-214.025
-0.6,-10.12,-21.06,0.2585,-0.086,0.0065,-42.775,348.9,-34.675,-217.025
-0.6,-10.12,-21.06,0.2585,-0.086,0.0065,-46.775,349.9,-24.675,-218.025
-0.6,-10.12,-21.06,0.2585,-0.086,0.0065,-50.775,343.9,-12.675,-215.025
-1.5,-9.26,-21.02,0.257,-0.118,0.013,-54.775,335.9,0.325,-215.025
-1.5,-9.26,-21.02,0.257,-0.118,0.013,-59.775,322.9,18.325,-212.025
-1.5,-9.26,-21.02,0.257,-0.118,0.013,-62.775,302.9,37.325,-206.025
-2.46,-8.54,-21.32,0.219,-0.1705,0.0205,-67.775,280.9,52.325,-200.025
-2.46,-8.54,-21.32,0.219,-0.1705,0.0205,-70.775,255.9,65.325,-192.025
-3.92,-6.88,-20.58,0.1815,-0.1695,0.0035,-72.775,232.9,78.325,-183.025
-3.92,-6.88,-20.58,0.1815,-0.1695,0.0035,-73.775,208.9,86.325,-174.025
-3.92,-6.88,-20.58,0.1815,-0.1695,0.0035,-73.775,183.9,94.325,-161.025
-3.66,-4.66,-19.08,0.134,-0.168,-0.0055,-74.775,151.9,102.325,-146.025
-3.66,-4.66,-19.08,0.134,-0.168,-0.0055,-73.775,116.9,113.325,-129.025
-3.84,-2.04,-18.44,0.077,-0.155,-0.005,-73.775,88.9,121.325,-112.025
-3.84,-2.04,-18.44,0.077,-0.155,-0.005,-72.775,63.9,130.325,-99.025
-3.84,-2.04,-18.44,0.077,-0.155,-0.005,-76.775,40.9,140.325,-85.025
-4.52,-1.2,-19,-0.006,-0.1625,0.0055,-77.775,14.9,147.325,-68.025
-4.52,-1.2,-19,-0.006,-0.1625,0.0055,-78.775,-10.1,151.325,-50.025
-4.52,-1.2,-19,-0.006,-0.1625,0.0055,-76.775,-31.1,148.325,-32.025
-4.24,0.68,-17.66,-0.081,-0.188,-0.02,-76.775,-50.1,141.325,-14.025
-4.24,0.68,-17.66,-0.081,-0.188,-0.02,-71.775,-67.1,132.325,2.975
-3.82,2.78,-16.46,-0.0975,-0.1085,-0.015,-69.775,-83.1,121.325,24.975
-3.82,2.78,-16.46,-0.0975,-0.1085,-0.015,-64.775,-102.1,110.325,44.975
-3.82,2.78,-16.46,-0.0975,-0.1085,-0.015,-61.775,-113.1,98.325,64.975
-2.46,5.08,-16.56,-0.1765,-0.069,-0.0245,-58.775,-126.1,86.325,81.975
-2.46,5.08,-16.56,-0.1765,-0.069,-0.0245,-53.775,-136.1,71.325,98.975
-2.2,5.12,-14.34,-0.1925,-0.025,-0.0185,-47.775,-141.1,54.325,109.975
-2.2,5.12,-14.34,-0.1925,-0.025,-0.0185,-41.775,-146.1,35.325,121.975
-2.2,5.12,-14.34,-0.1925,-0.025,-0.0185,-34.775,-149.1,17.325,127.975
-0.62,6,-13.18,-0.206,0.04,-0.0315,-26.775,-147.1,-3.675,131.975
-0.62,6,-13.18,-0.206,0.04,-0.0315,-17.775,-142.1,-21.675,128.975
-0.62,6,-13.18,-0.206,0.04,-0.0315,-8.775,-135.1,-40.675,125.975
0.86,5.8,-12.48,-0.164,0.1465,-0.0185,-0.775,-124.1,-57.675,115.975
0.86,5.8,-12.48,-0.164,0.1465,-0.0185,9.225,-114.1,-72.675,103.975
2.5,4.4,-12.14,-0.1385,0.122,-0.013,18.225,-98.1,-87.675,90.975
2.5,4.4,-12.14,-0.1385,0.122,-0.013,28.225,-82.1,-99.675,73.975
2.5,4.4,-12.14,-0.1385,0.122,-0.013,34.225,-62.1,-112.675,56.975
3.32,2.12,-12.46,-0.0485,0.1815,-0.0155,40.225,-44.1,-120.675,36.975
3.32,2.12,-12.46,-0.0485,0.1815,-0.0155,47.225,-21.1,-128.675,16.975
3.9,0.18,-12.36,-0.0065,0.1895,-0.012,50.225,1.9,-134.675,-1.025
3.9,0.18,-12.36,-0.0065,0.1895,-0.012,55.225,24.9,-139.675,-23.025
3.9,0.18,-12.36,-0.0065,0.1895,-0.012,56.225,52.9,-143.675,-42.025
4.44,-1.3,-11.58,0.0695,0.197,-0.016,58.225,78.9,-147.675,-59.025
4.44,-1.3,-11.58,0.0695,0.197,-0.016,58.225,104.9,-151.675,-76.025
4.44,-1.3,-11.58,0.0695,0.197,-0.016,58.225,133.9,-155.675,-93.025
4.48,-4.3,-12.16,0.13,0.178,0,57.225,158.9,-158.675,-106.025
4.48,-4.3,-12.16,0.13,0.178,0,58.225,181.9,-162.675,-118.025
4.14,-5.48,-12.38,0.1865,0.1745,-0.013,57.225,198.9,-159.675,-127.025
4.14,-5.48,-12.38,0.1865,0.1745,-0.013,52.225,210.9,-155.675,-132.025
4.14,-5.48,-12.38,0.1865,0.1745,-0.013,49.225,217.9,-148.675,-135.025
3.66,-6.68,-13.3,0.173,0.0965,0.0235,43.225,221.9,-138.675,-139.025
3.66,-6.68,-13.3,0.173,0.0965,0.0235,36.225,224.9,-128.675,-142.025
3.66,-6.68,-13.3,0.173,0.0965,0.0235,30.225,224.9,-114.675,-143.025
2.58,-6.22,-10.96,0.206,0.055,0.0005,19.225,218.9,-94.675,-143.025
2.58,-6.22,-10.96,0.206,0.055,0.0005,8.225,211.9,-72.675,-141.025
0.74,-5.82,-11.28,0.2015,0.009,0.0195,-0.775,202.9,-49.675,-141.025
0.74,-5.82,-11.28,0.2015,0.009,0.0195,-10.775,189.9,-28.675,-137.025
0.74,-5.82,-11.28,0.2015,0.009,0.0195,-19.775,176.9,-7.675,-134.025
-0.98,-4.94,-11.78,0.1865,-0.056,0.02,-25.775,158.9,15.325,-126.025
-0.98,-4.94,-11.78,0.1865,-0.056,0.02,-35.775,138.9,37.325,-119.025
-2.58,-3.4,-11.68,0.093,-0.097,0.0135,-42.775,114.9,64.325,-111.025
-2.58,-3.4,-11.68,0.093,-0.097,0.0135,-50.775,90.9,92.325,-101.025
-2.58,-3.4,-11.68,0.093,-0.097,0.0135,-58.775,64.9,119.325,-90.025
-4.1,-2.38,-12.48,0.044,-0.1855,0.022,-64.775,40.9,147.325,-79.025
-4.1,-2.38,-12.48,0.044,-0.1855,0.022,-72.775,16.9,174.325,-68.025
-4.1,-2.38,-12.48,0.044,-0.1855,0.022,-80.775,-4.1,193.325,-56.025
-5.64,-0.82,-12.24,-0.0055,-0.2065,0.015,-84.775,-22.1,208.325,-47.025
-5.64,-0.82,-12.24,-0.0055,-0.2065,0.015,-86.775,-36.1,214.325,-36.025
-6.1,0.46,-12.42,-0.035,-0.2115,0.014,-87.775,-48.1,213.325,-24.025
-6.1,0.46,-12.42,-0.035,-0.2115,0.014,-87.775,-61.1,208.325,-14.025
-6.1,0.46,-12.42,-0.035,-0.2115,0.014,-84.775,-72.1,199.325,-1.025
-5.26,1.52,-13.58,-0.093,-0.2525,0,-83.775,-85.1,193.325,12.975
-5.26,1.52,-13.58,-0.093,-0.2525,0,-81.775,-94.1,185.325,24.975
-5.48,3.1,-12.58,-0.0975,-0.161,0,-80.775,-106.1,178.325,37.975
-5.48,3.1,-12.58,-0.0975,-0.161,0,-78.775,-114.1,170.325,49.975
-5.48,3.1,-12.58,-0.0975,-0.161,0,-75.775,-121.1,162.325,59.975
-4.1,3.86,-12.38,-0.1405,-0.183,-0.0075,-72.775,-126.1,151.325,66.975
-4.1,3.86,-12.38,-0.1405,-0.183,-0.0075,-70.775,-125.1,140.325,68.975
-4.1,3.86,-12.38,-0.1405,-0.183,-0.0075,-65.775,-119.1,121.325,65.975
-3.68,4.22,-12.32,-0.142,-0.116,-0.011,-58.775,-110.1,101.325,58.975
-3.68,4.22,-12.32,-0.142,-0.116,-0.011,-51.775,-96.1,78.325,49.975
-1.66,1.92,-10.02,-0.1095,-0.0565,-0.001,-44.775,-85.1,59.325,44.975
-1.66,1.92,-10.02,-0.1095,-0.0565,-0.001,-35.775,-74.1,44.325,38.975
-1.66,1.92,-10.02,-0.1095,-0.0565,-0.001,-29.775,-66.1,30.325,35.975
-0.48,2.06,-9.22,-0.059,-0.0225,-0.003,-23.775,-60.1,19.325,34.975
-0.48,2.06,-9.22,-0.059,-0.0225,-0.003,-17.775,-57.1,10.325,33.975
-0.04,1.96,-7.18,-0.0535,0.001,-0.0065,-13.775,-50.1,1.325,31.975
-0.04,1.96,-7.18,-0.0535,0.001,-0.0065,-7.775,-44.1,-7.675,28.975
-0.04,1.96,-7.18,-0.0535,0.001,-0.0065,-3.775,-40.1,-15.675,26.975
0.64,0.28,-5.74,-0.0335,0.0785,0.0125,0.225,-36.1,-24.675,26.975
0.64,0.28,-5.74,-0.0335,0.0785,0.0125,3.225,-30.1,-27.675,22.975
0.64,0.28,-5.74,-0.0335,0.0785,0.0125,6.225,-25.1,-35.675,19.975
0.84,0.92,-4.28,-0.027,0.077,-0.0035,10.225,-20.1,-40.675,16.975
0.84,0.92,-4.28,-0.027,0.077,-0.0035,12.225,-12.1,-45.675,11.975
1.28,0.34,-4.12,-0.0345,0.102,0.0025,15.225,-7.1,-51.675,5.975
1.28,0.34,-4.12,-0.0345,0.102,0.0025,16.225,-0.1,-56.675,0.975
1.28,0.34,-4.12,-0.0345,0.102,0.0025,21.225,10.9,-59.675,-6.025
2.38,-0.16,-2.66,0.0235,0.0765,0.0035,22.225,20.9,-64.675,-13.025
2.38,-0.16,-2.66,0.0235,0.0765,0.0035,24.225,31.9,-69.675,-21.025
2.06,-1.3,-3.5,0.053,0.1185,0.005,26.225,40.9,-74.675,-28.025
2.06,-1.3,-3.5,0.053,0.1185,0.005,28.225,49.9,-75.675,-33.025
2.06,-1.3,-3.5,0.053,0.1185,0.005,27.225,55.9,-77.675,-41.025
2.82,-1.7,-5.76,0.038,0.0625,-0.0005,28.225,59.9,-74.675,-43.025
2.82,-1.7,-5.76,0.038,0.0625,-0.0005,25.225,61.9,-69.675,-44.025
2.82,-1.7,-5.76,0.038,0.0625,-0.0005,22.225,60.9,-60.675,-45.025
1.8,-1.44,-5.38,0.0645,0.0855,-0.0055,15.225,58.9,-47.675,-46.025
1.8,-1.44,-5.38,0.0645,0.0855,-0.0055,10.225,55.9,-32.675,-46.025
0.08,-1.78,-5.42,0.048,0.0465,-0.01,2.225,50.9,-16.675,-46.025
0.08,-1.78,-5.42,0.048,0.0465,-0.01,-5.775,45.9,-2.675,-47.025
0.08,-1.78,-5.42,0.048,0.0465,-0.01,-14.775,41.9,16.325,-47.025
-0.68,-2.9,-5.98,0.0205,-0.021,0.013,-21.775,36.9,35.325,-45.025
-0.68,-2.9,-5.98,0.0205,-0.021,0.013,-28.775,28.9,55.325,-45.025
-0.68,-2.9,-5.98,0.0205,-0.021,0.013,-37.775,19.9,75.325,-43.025
-2.06,-1.86,-6.3,0.028,-0.048,0.0155,-46.775,8.9,98.325,-42.025
-2.06,-1.86,-6.3,0.028,-0.048,0.0155,-53.775,-1.1,118.325,-39.025
-3.8,-0.62,-7.18,0.017,-0.065,0.004,-62.775,-12.1,142.325,-36.025
-3.8,-0.62,-7.18,0.017,-0.065,0.004,-68.775,-21.1,166.325,-35.025
-3.8,-0.62,-7.18,0.017,-0.065,0.004,-76.775,-30.1,189.325,-33.025
-5.6,0.4,-7.58,-0.023,-0.103,-0.0005,-81.775,-38.1,211.325,-30.025
-5.6,0.4,-7.58,-0.023,-0.103,-0.0005,-87.775,-46.1,233.325,-30.025
-6.5,0.92,-9.54,-0.032,-0.156,0.0125,-94.775,-52.1,253.325,-32.025
-6.5,0.92,-9.54,-0.032,-0.156,0.0125,-99.775,-55.1,273.325,-34.025
-6.5,0.92,-9.54,-0.032,-0.156,0.0125,-103.775,-58.1,290.325,-36.025
-7.36,0.04,-8.82,-0.038,-0.1685,0.0205,-107.775,-64.1,307.325,-36.025
-7.36,0.04,-8.82,-0.038,-0.1685,0.0205,-113.775,-69.1,324.325,-36.025
-7.36,0.04,-8.82,-0.038,-0.1685,0.0205,-115.775,-77.1,338.325,-32.025
-8.26,0.24,-9.36,-0.0445,-0.2055,0.0205,-118.775,-84.1,351.325,-30.025
-8.26,0.24,-9.36,-0.0445,-0.2055,0.0205,-123.775,-88.1,366.325,-31.025
-8.34,1.28,-9.68,-0.0675,-0.258,0.002,-125.775,-92.1,379.325,-29.025
-8.34,1.28,-9.68,-0.0675,-0.258,0.002,-127.775,-97.1,391.325,-30.025
-8.34,1.28,-9.68,-0.0675,-0.258,0.002,-131.775,-100.1,399.325,-30.025
-9.22,1.46,-9.62,-0.093,-0.2235,0.001,-130.775,-101.1,404.325,-31.025
-9.22,1.46,-9.62,-0.093,-0.2235,0.001,-132.775,-99.1,399.325,-30.025
-8.9,0.58,-10.54,-0.0765,-0.209,0.03,-130.775,-98.1,391.325,-31.025
-8.9,0.58,-10.54,-0.0765,-0.209,0.03,-128.775,-93.1,376.325,-32.025
-8.9,0.58,-10.54,-0.0765,-0.209,0.03,-125.775,-85.1,351.325,-31.025
-7.88,0.44,-9.56,-0.063,-0.2015,0.012,-120.775,-76.1,322.325,-32.025
-7.88,0.44,-9.56,-0.063,-0.2015,0.012,-113.775,-67.1,290.325,-31.025
-7.88,0.44,-9.56,-0.063,-0.2015,0.012,-105.775,-55.1,252.325,-33.025
-5.54,0.1,-9.64,-0.035,-0.138,-0.0005,-97.775,-44.1,215.325,-31.025
-5.54,0.1,-9.64,-0.035,-0.138,-0.0005,-85.775,-32.1,178.325,-30.025
-3.46,-0.38,-8.62,-0.0215,-0.056,-0.011,-73.775,-23.1,139.325,-28.025
-3.46,-0.38,-8.62,-0.0215,-0.056,-0.011,-63.775,-15.1,108.325,-26.025
-3.46,-0.38,-8.62,-0.0215,-0.056,-0.011,-52.775,-10.1,80.325,-25.025
-1.2,-1.34,-7.34,-0.016,-0.006,0.002,-41.775,-4.1,54.325,-24.025
-1.2,-1.34,-7.34,-0.016,-0.006,0.002,-33.775,4.9,30.325,-23.025
-0.12,-0.72,-7.32,0.0045,0.065,-0.007,-24.775,7.9,11.325,-24.025
-0.12,-0.72,-7.32,0.0045,0.065,-0.007,-14.775,13.9,-7.675,-26.025
-0.12,-0.72,-7.32,0.0045,0.065,-0.007,-6.775,20.9,-24.675,-26.025
1.64,-1,-7.64,-0.007,0.0675,-0.01,0.225,28.9,-37.675,-29.025
1.64,-1,-7.64,-0.007,0.0675,-0.01,7.225,33.9,-49.675,-32.025
1.64,-1,-7.64,-0.007,0.0675,-0.01,11.225,41.9,-60.675,-35.025
